EPOCH                                                 B_R                         B_T                         B_N
dd-mm-yyyy hh:mm:ss.mil.mic                            nT                          nT                          nT
06-09-2022 22:49:30.000.000.6                    -8.15532                     1.06302                    -6.44265
06-09-2022 22:50:29.999.997.0                    -3.54441                     9.71158                    -3.87881
06-09-2022 22:51:30.000.003.5                    -4.68752                     9.88022                    -4.80617
06-09-2022 22:52:30.000.000.0                    -4.26272                     10.0718                    -5.80000
06-09-2022 22:53:29.999.996.4                    -6.16877                     7.63730                    -5.22175
06-09-2022 22:54:30.000.002.9                    -5.76043                     6.38660                    -6.49817
06-09-2022 22:55:29.999.999.3                    -6.43302                     7.53198                    -4.23029
06-09-2022 22:56:29.999.995.7                    -6.15882                     7.39086                    -5.34966
06-09-2022 22:57:30.000.002.2                    -5.17076                     7.84036                    -5.51735
06-09-2022 22:58:29.999.998.6                    -3.79344                     8.32107                    -5.05631
06-09-2022 22:59:29.999.995.0                    -4.94238                     11.0483                    -3.17494
06-09-2022 23:00:30.000.001.5                    -5.22165                     7.72271                    -5.62522
06-09-2022 23:01:29.999.997.9                    -4.18166                     8.69729                    -4.25069
06-09-2022 23:02:30.000.004.4                    -4.06842                     9.83464                    -4.61607
06-09-2022 23:03:30.000.000.8                    -4.61752                     10.1497                    -4.46696
06-09-2022 23:04:29.999.997.3                    -6.00894                     9.31886                    -1.44156
06-09-2022 23:05:30.000.003.7                    -4.84854                     9.78226                    -3.25703
06-09-2022 23:06:30.000.000.2                   -0.956150                     8.07718                    -4.47808
06-09-2022 23:07:29.999.996.6                    -1.60117                     7.69786                    -3.64792
06-09-2022 23:08:30.000.003.1                   -0.339311                     8.90385                    -2.26955
06-09-2022 23:09:29.999.999.5                   -0.916580                     9.23642                    -5.28986
06-09-2022 23:10:29.999.995.9                     7.16552                     7.45374                    -6.64784
06-09-2022 23:11:30.000.002.4                     7.61312                     8.88691                    -5.11315
06-09-2022 23:12:29.999.998.8                     1.73642                     11.4076                    -4.44374
06-09-2022 23:13:29.999.995.3                     5.11590                     7.23453                    -8.65507
06-09-2022 23:14:30.000.001.7                    -8.40952                     4.90538                     1.40462
06-09-2022 23:15:29.999.998.2                    -8.81657                     5.10475                     2.38111
06-09-2022 23:16:30.000.004.6                    -1.95908                     12.5736                    -3.92478
06-09-2022 23:17:30.000.001.1                   -0.778095                     12.4542                    -4.10610
06-09-2022 23:18:29.999.997.5                   -0.678097                     11.8048                    -4.67943
06-09-2022 23:19:30.000.004.0                    -4.41362                     9.25059                    -5.01125
06-09-2022 23:20:30.000.000.4                    -8.55093                   -0.840780                    -3.33289
06-09-2022 23:21:29.999.996.8                   -0.675954                     8.55714                    -6.21108
06-09-2022 23:22:30.000.003.3                    -1.42499                     6.45281                    -7.40539
06-09-2022 23:23:29.999.999.7                    -6.45521                     1.84870                    -6.16312
06-09-2022 23:24:29.999.996.2                    -3.90064                     6.75481                    -9.28820
06-09-2022 23:25:30.000.002.6                    -5.26683                     5.44629                    -8.54521
06-09-2022 23:26:29.999.999.1                    -4.37195                     7.20432                    -7.25151
06-09-2022 23:27:29.999.995.5                    -3.96387                     7.90269                    -4.72699
06-09-2022 23:28:30.000.002.0                   -0.744092                     7.19610                    -7.51641
06-09-2022 23:29:29.999.998.4                    -5.15981                     3.01185                    -7.97751
06-09-2022 23:30:30.000.004.9                    -4.46181                     4.18348                    -8.17220
06-09-2022 23:31:30.000.001.3                    -6.57245                     2.36243                    -9.13894
06-09-2022 23:32:29.999.997.7                    -4.24867                     4.40113                    -8.33198
06-09-2022 23:33:30.000.004.2                    -7.45873                     2.99740                    -7.64662
06-09-2022 23:34:30.000.000.6                    -2.46730                     7.69157                    -5.12824
06-09-2022 23:35:29.999.997.0                    -1.14604                     6.19986                    -6.87244
06-09-2022 23:36:30.000.003.5                    -6.16814                     7.89177                   0.0659341
06-09-2022 23:37:29.999.999.9                    -2.52625                     3.66457                    -6.58160
06-09-2022 23:38:29.999.996.4                    -6.59696                     6.09678                    -1.85064
06-09-2022 23:39:30.000.002.9                    -7.04664                     5.77764                     1.72498
06-09-2022 23:40:29.999.999.3                    -6.67719                     7.55739                     1.33057
06-09-2022 23:41:29.999.995.7                    -8.21235                     4.79955                     5.08030
06-09-2022 23:42:30.000.002.2                    -8.82748                    -1.28700                     7.11415
06-09-2022 23:43:29.999.998.6                    -6.64320                    -7.83921                     5.40760
06-09-2022 23:44:29.999.995.0                    -10.8897                   -0.647291                     6.63673
06-09-2022 23:45:30.000.001.5                    -9.19758                     6.43821                     6.99090
06-09-2022 23:46:29.999.997.9                    -10.0318                    0.371293                     9.71055
06-09-2022 23:47:30.000.004.4                    -2.53375                     12.2296                    -2.63189
06-09-2022 23:48:30.000.000.8                     1.19384                     13.9216                    -3.65484
06-09-2022 23:49:29.999.997.3                     1.41812                     13.5124                    -2.48645
06-09-2022 23:50:30.000.003.7                     6.04202                     12.3168                    -5.27828
06-09-2022 23:51:30.000.000.2                     3.33758                     13.5690                    -4.16212
06-09-2022 23:52:29.999.996.6                     5.56839                     11.6688                    -5.14901
06-09-2022 23:53:30.000.003.1                     3.67722                     11.8093                    -4.49226
06-09-2022 23:54:29.999.999.5                    -2.02716                     7.44017                     9.48658
06-09-2022 23:55:29.999.995.9                    -3.86769                    -2.90841                     9.66634
06-09-2022 23:56:30.000.002.4                    -9.31208                    -12.6139                     14.9371
06-09-2022 23:57:29.999.998.8                    -8.91757                    -11.4943                     11.5772
06-09-2022 23:58:29.999.995.3                    -9.17499                    -11.6275                     11.7589
06-09-2022 23:59:30.000.001.7                    -9.55963                    -14.7777                     12.2999
07-09-2022 00:00:29.999.998.2                    -8.45512                    -11.0314                     15.5688
07-09-2022 00:01:30.000.004.6                    -6.94631                    -10.2363                     17.3730
07-09-2022 00:02:30.000.001.1                    -6.74645                    -10.3140                     16.1366
07-09-2022 00:03:29.999.997.5                    -6.21309                    -9.96280                     17.9990
07-09-2022 00:04:30.000.004.0                    -5.84263                    -10.8772                     17.4982
07-09-2022 00:05:30.000.000.4                    -7.41983                    -3.14033                     17.2164
07-09-2022 00:06:29.999.996.8                    -9.16687                     1.81562                     17.6406
07-09-2022 00:07:30.000.003.3                    -8.82080                     2.67987                     16.8924
07-09-2022 00:08:29.999.999.7                    -8.23869                     8.19164                     13.7534
07-09-2022 00:09:29.999.996.2                    -7.33710                     3.72591                     15.2747
07-09-2022 00:10:30.000.002.6                    -4.14998                    -6.16974                     14.0969
07-09-2022 00:11:29.999.999.1                    -5.16371                    0.225770                     15.6676
07-09-2022 00:12:29.999.995.5                    -7.45904                     3.39503                     14.1692
07-09-2022 00:13:30.000.002.0                    -7.23140                     8.34139                     14.3953
07-09-2022 00:14:29.999.998.4                    -2.42440                     3.45126                    -3.21674
07-09-2022 00:15:30.000.004.9                     5.73571                     4.89764                     14.8050
07-09-2022 00:16:30.000.001.3                    -3.87488                     17.5834                     12.8556
07-09-2022 00:17:29.999.997.7                    -7.33477                     19.1486                     10.8932
07-09-2022 00:18:30.000.004.2                    -7.36706                     18.5624                     8.59817
07-09-2022 00:19:30.000.000.6                    -7.82015                     22.9440                     6.54499
07-09-2022 00:20:29.999.997.0                    -7.10003                     23.1684                     4.44003
07-09-2022 00:21:30.000.003.5                    -6.57869                     24.2505                     2.12317
07-09-2022 00:22:30.000.000.0                    -6.49790                     26.4199                     2.65747
07-09-2022 00:23:29.999.996.4                   -0.356448                     20.0658                    -6.99437
07-09-2022 00:24:30.000.002.9                     6.92964                     7.29428                    -18.5007
07-09-2022 00:25:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 00:26:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 00:27:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 00:28:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 00:29:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 00:30:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 00:31:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 00:32:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 00:33:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 00:34:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 00:35:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 00:36:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 00:37:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 00:38:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 00:39:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 00:40:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 00:41:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 00:42:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 00:43:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 00:44:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 00:45:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 00:46:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 00:47:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 00:48:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 00:49:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 00:50:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 00:51:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 00:52:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 00:53:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 00:54:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 00:55:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 00:56:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 00:57:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 00:58:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 00:59:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:00:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:01:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:02:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:03:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:04:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:05:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:06:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:07:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:08:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:09:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:10:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:11:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:12:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:13:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:14:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:15:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:16:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:17:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:18:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 01:19:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:20:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:21:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:22:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:23:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 01:24:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:25:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:26:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:27:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 01:28:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:29:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:30:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:31:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:32:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 01:33:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:34:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:35:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:36:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 01:37:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:38:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:39:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:40:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:41:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 01:42:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:43:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:44:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:45:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:46:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:47:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:48:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:49:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:50:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:51:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 01:52:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 01:53:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 01:54:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 01:55:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 01:56:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 01:57:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 01:58:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 01:59:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:00:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:01:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:02:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:03:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 02:04:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:05:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:06:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:07:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:08:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 02:09:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:10:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:11:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:12:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 02:13:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:14:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:15:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:16:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:17:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 02:18:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:19:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:20:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:21:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 02:22:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:23:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:24:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:25:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:26:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 02:27:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:28:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:29:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:30:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:31:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:32:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:33:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:34:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:35:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:36:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:37:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:38:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:39:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:40:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:41:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:42:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:43:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:44:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 02:45:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:46:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:47:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:48:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 02:49:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:50:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 02:51:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 02:52:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 02:53:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 02:54:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 02:55:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 02:56:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 02:57:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 02:58:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 02:59:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:00:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:01:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:02:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 03:03:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:04:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:05:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:06:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 03:07:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:08:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:09:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:10:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:11:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 03:12:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:13:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:14:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:15:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 03:16:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:17:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:18:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:19:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:20:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:21:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:22:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:23:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:24:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 03:25:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:26:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:27:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:28:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:29:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:30:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:31:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 03:32:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:33:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 03:34:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:35:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:36:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:37:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:38:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 03:39:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:40:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 03:41:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:42:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 03:43:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:44:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:45:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:46:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:47:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 03:48:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:49:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:50:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 03:51:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 03:52:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 03:53:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 03:54:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 03:55:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 03:56:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 03:57:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 03:58:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 03:59:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:00:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:01:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:02:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:03:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:04:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:05:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:06:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:07:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:08:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:09:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:10:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:11:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:12:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:13:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:14:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:15:30.000.001.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:16:29.999.997.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:17:30.000.004.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:18:30.000.000.8                        -NaN                        -NaN                        -NaN
07-09-2022 04:19:29.999.997.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:20:30.000.003.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:21:30.000.000.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:22:29.999.996.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:23:30.000.003.1                        -NaN                        -NaN                        -NaN
07-09-2022 04:24:29.999.999.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:25:29.999.995.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:26:30.000.002.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:27:29.999.998.8                        -NaN                        -NaN                        -NaN
07-09-2022 04:28:29.999.995.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:29:30.000.001.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:30:29.999.998.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:31:30.000.004.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:32:30.000.001.1                        -NaN                        -NaN                        -NaN
07-09-2022 04:33:29.999.997.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:34:30.000.004.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:35:30.000.000.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:36:29.999.996.8                        -NaN                        -NaN                        -NaN
07-09-2022 04:37:30.000.003.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:38:29.999.999.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:39:29.999.996.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:40:30.000.002.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:41:29.999.999.1                        -NaN                        -NaN                        -NaN
07-09-2022 04:42:29.999.995.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:43:30.000.002.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:44:29.999.998.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:45:30.000.004.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:46:30.000.001.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:47:29.999.997.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:48:30.000.004.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:49:30.000.000.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:50:29.999.997.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:51:30.000.003.5                        -NaN                        -NaN                        -NaN
07-09-2022 04:52:30.000.000.0                        -NaN                        -NaN                        -NaN
07-09-2022 04:53:29.999.996.4                        -NaN                        -NaN                        -NaN
07-09-2022 04:54:30.000.002.9                        -NaN                        -NaN                        -NaN
07-09-2022 04:55:29.999.999.3                        -NaN                        -NaN                        -NaN
07-09-2022 04:56:29.999.995.7                        -NaN                        -NaN                        -NaN
07-09-2022 04:57:30.000.002.2                        -NaN                        -NaN                        -NaN
07-09-2022 04:58:29.999.998.6                        -NaN                        -NaN                        -NaN
07-09-2022 04:59:29.999.995.0                        -NaN                        -NaN                        -NaN
07-09-2022 05:00:30.000.001.5                        -NaN                        -NaN                        -NaN
