EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
07-09-2022 22:13:45.839.737       13.9745       7.01128       562.031       18.3693      -5.54982
07-09-2022 22:13:49.839.744       14.1683       7.09297       562.124       17.2344      -7.35469
07-09-2022 22:13:53.839.751       13.7031       7.11331       562.874       16.6713      -6.39556
07-09-2022 22:13:57.839.758       13.7359       7.19128       563.100       18.7578      -6.87882
07-09-2022 22:14:01.839.765       13.7825       7.07018       563.361       16.8458      -5.28130
07-09-2022 22:14:05.839.772       14.1906       7.14749       562.410       16.2105      -6.72114
07-09-2022 22:14:09.839.779       13.5344       7.19183       562.807       16.9442      -4.46233
07-09-2022 22:14:13.839.786       13.5392       7.23939       561.932       17.8715      -8.97982
07-09-2022 22:14:17.839.793       13.8122       7.19066       561.279       18.3382      -8.49341
07-09-2022 22:14:21.839.800       13.7404       7.00754       562.235       15.5969      -7.29011
07-09-2022 22:14:25.839.807       14.0286       7.18389       562.482       15.9470      -7.48591
07-09-2022 22:14:29.839.814       13.9427       6.99043       561.529       15.9020      -7.03032
07-09-2022 22:14:33.839.821       14.0114       6.97830       561.678       15.8686      -6.76422
07-09-2022 22:14:37.839.827       14.4589       6.82625       560.357       15.6743      -6.38507
07-09-2022 22:14:41.839.834       14.4908       7.04577       562.227       16.9008      -7.52224
07-09-2022 22:14:45.839.841       14.0300       7.00494       562.569       18.1453      -6.68588
07-09-2022 22:14:49.839.848       14.0483       7.00348       562.610       17.1322      -6.55183
07-09-2022 22:14:53.839.855       14.5944       6.95348       562.279       18.4319      -6.52830
07-09-2022 22:14:57.839.862       14.4792       7.00068       562.347       17.8687      -6.12600
07-09-2022 22:15:01.839.869       14.4092       6.90489       562.140       19.1545      -6.35151
07-09-2022 22:15:05.839.876       14.1700       6.91538       560.910       17.9450      -6.63067
07-09-2022 22:15:09.839.883       14.0797       7.09510       561.851       18.4722      -5.68339
07-09-2022 22:15:13.839.890       14.0410       7.13618       562.752       18.1581      -5.64586
07-09-2022 22:15:17.839.897       14.3778       6.94388       563.132       18.4081      -5.05620
07-09-2022 22:15:21.839.904       14.3606       7.05311       563.088       19.0078      -5.03242
07-09-2022 22:15:25.839.911       13.7155       7.07746       563.576       20.2033      -4.71429
07-09-2022 22:15:29.839.918       13.7769       6.95205       563.249       18.9138      -6.45067
07-09-2022 22:15:33.839.925       14.0840       7.00229       563.143       18.9212      -6.65451
07-09-2022 22:15:37.839.932       14.0385       6.94749       563.632       18.8998      -5.51995
07-09-2022 22:15:41.839.939       13.9067       7.16903       563.567       20.3801      -6.56737
07-09-2022 22:15:45.839.946       14.0471       7.06897       564.239       19.8146      -5.09364
07-09-2022 22:15:49.839.953       13.9132       7.17348       563.964       18.2888      -5.45765
07-09-2022 22:15:53.839.960       14.2414       7.03637       563.726       19.2224      -6.43971
07-09-2022 22:15:57.839.967       14.0948       7.15750       563.300       19.5674      -6.55167
07-09-2022 22:16:01.839.974       14.1488       7.04260       562.755       18.6737      -6.29512
07-09-2022 22:16:05.839.981       14.0570       7.07983       562.143       19.0263      -6.42998
07-09-2022 22:16:09.839.987       14.0580       7.07357       563.329       19.0059      -6.44773
07-09-2022 22:16:13.839.994       14.3153       7.19427       562.870       19.2299      -5.53746
07-09-2022 22:16:17.840.001       14.1963       7.09444       561.658       19.2476      -6.86566
07-09-2022 22:16:21.840.008       14.2075       7.05471       562.468       20.7717      -6.89232
07-09-2022 22:16:25.840.015       14.2017       7.11639       562.328       18.3364      -6.43570
07-09-2022 22:16:29.840.022       14.1285       7.06711       562.380       18.4887      -5.87692
07-09-2022 22:16:33.840.029       14.4229       6.96703       561.837       17.1347      -6.59446
07-09-2022 22:16:37.840.036       13.6339       7.08353       562.744       18.6678      -6.88754
07-09-2022 22:16:41.840.043       14.1679       6.97330       560.875       16.0707      -7.10362
07-09-2022 22:16:45.840.050       14.0760       7.07084       560.198       16.3326      -6.83357
07-09-2022 22:16:49.840.057       14.2442       7.10859       561.553       17.8120      -6.32792
07-09-2022 22:16:53.840.064       13.8026       7.33511       562.817       18.2946      -7.70414
07-09-2022 22:16:57.840.071       13.9339       7.28527       561.857       19.3132      -7.84255
07-09-2022 22:17:01.840.078       13.8881       7.22231       562.298       16.8838      -7.50757
07-09-2022 22:17:05.840.085       14.1626       7.22160       563.734       16.8371      -7.57696
07-09-2022 22:17:09.840.092       14.3831       7.04259       564.159       17.1055      -7.71371
07-09-2022 22:17:13.840.099       14.7526       7.23200       564.333       18.1138      -7.69999
07-09-2022 22:17:17.840.106       14.6397       7.04317       564.249       17.2314      -7.74762
07-09-2022 22:17:21.840.113       14.2428       7.05656       564.232       15.9357      -7.53391
07-09-2022 22:17:25.840.120       14.5393       7.04286       563.581       16.8442      -7.20603
07-09-2022 22:17:29.840.127       14.2377       7.30562       563.740       18.4314      -7.89723
07-09-2022 22:17:33.840.134       14.7656       7.11569       563.539       16.4008      -7.27384
07-09-2022 22:17:37.840.141       14.1365       7.07703       562.513       15.8113      -8.04477
07-09-2022 22:17:41.840.147       14.2383       7.16521       562.693       16.2588      -8.08468
07-09-2022 22:17:45.840.154       14.0824       7.12071       563.384       15.7864      -7.28189
07-09-2022 22:17:49.840.161       14.1658       7.07860       562.991       15.7678      -7.73347
07-09-2022 22:17:53.840.168       14.2768       7.05184       563.255       16.5110      -6.92268
07-09-2022 22:17:57.840.175       13.7556       7.11579       563.475       14.5910      -9.67766
07-09-2022 22:18:01.840.182       13.1809       6.68327       564.783       14.1450      -7.06403
07-09-2022 22:18:05.840.189       13.2559       6.85439       564.395       13.7741      -6.42855
07-09-2022 22:18:09.840.196       13.6992       7.00319       565.433       13.5295      -7.05291
07-09-2022 22:18:13.840.203       14.2202       7.15799       564.670       14.0472      -6.90838
07-09-2022 22:18:17.840.210       13.6302       6.76463       565.544       13.1466      -5.56210
07-09-2022 22:18:21.840.217       14.0564       6.80217       565.873       11.7549      -2.80999
07-09-2022 22:18:25.840.224       12.7572       6.69752       566.880       10.7526      -5.37136
07-09-2022 22:18:29.840.231       12.7709       6.63997       566.329       11.3110      -5.85152
07-09-2022 22:18:33.840.238       12.5986       6.65883       566.759       9.95833      -4.56651
07-09-2022 22:18:37.840.245       13.1642       6.66971       566.859       11.1103      -5.45366
07-09-2022 22:18:41.840.252       12.1758       6.69807       567.571       10.9535      -6.60524
07-09-2022 22:18:45.840.259       12.7778       6.81630       567.847       9.72805      -5.74575
07-09-2022 22:18:49.840.266       11.9953       6.66818       568.425       9.03685      -5.75354
07-09-2022 22:18:53.840.273       12.6109       6.77122       568.486       9.52015      -5.85995
07-09-2022 22:18:57.840.280       12.5689       6.63029       567.875       9.87541      -5.42129
07-09-2022 22:19:01.840.287       12.5815       6.73469       567.917       10.3377      -5.49974
07-09-2022 22:19:05.840.294       12.3989       6.84407       568.548       10.8204      -5.91216
07-09-2022 22:19:09.840.301       12.4560       6.87054       567.998       11.3231      -6.10291
07-09-2022 22:19:13.840.308       12.2582       6.81464       568.266       11.0388      -7.25499
07-09-2022 22:19:17.840.315       11.9713       7.06922       567.621       13.2699      -7.17280
07-09-2022 22:19:21.840.322       12.4963       7.09660       568.414       12.4242      -7.14306
07-09-2022 22:19:25.840.328       11.7434       7.20008       570.942       11.0917      -8.37452
07-09-2022 22:19:29.840.335       11.6568       6.71164       571.915       10.3601      -7.76102
07-09-2022 22:19:33.840.342       10.7613       6.66059       573.187       7.38746      -5.86996
07-09-2022 22:19:37.840.349       10.9310       6.86080       573.864       8.99088      -7.22207
07-09-2022 22:19:41.840.356       9.97981       7.07704       575.291       9.55942      -9.53483
07-09-2022 22:19:45.840.363       11.0258       6.32685       574.407       9.30708      -9.28769
07-09-2022 22:19:49.840.370       10.7825       6.28022       575.963       8.29906      -10.3622
07-09-2022 22:19:53.840.377       10.5603       6.25462       576.839       9.57116      -9.11506
07-09-2022 22:19:57.840.384       10.4975       6.56022       577.003       8.44251      -7.87928
07-09-2022 22:20:01.840.391       11.1742       6.92488       573.862       10.0179      -9.97265
07-09-2022 22:20:05.840.398       9.74462       7.03678       577.467       8.66077      -10.1578
07-09-2022 22:20:09.840.405       10.1745       7.17636       576.240       8.00887      -8.96389
07-09-2022 22:20:13.840.412       10.1077       7.05221       576.366       9.34240      -9.20264
07-09-2022 22:20:17.840.419       10.4688       6.40912       576.106       7.61088      -8.90343
07-09-2022 22:20:21.840.426       10.9463       6.20163       575.429       7.13877      -8.29442
07-09-2022 22:20:25.840.433       10.8905       6.18458       575.625       8.44059      -8.91631
07-09-2022 22:20:29.840.440       10.8791       6.63780       575.041       9.75547      -9.70042
07-09-2022 22:20:33.840.447       11.0411       6.74906       573.973       9.76374      -8.98787
07-09-2022 22:20:37.840.454       10.4972       6.59663       573.714       8.83083      -9.24002
07-09-2022 22:20:41.840.461       10.3550       6.64646       577.310       8.56536      -10.7890
07-09-2022 22:20:45.840.468       9.25100       5.99924       582.607       7.15466      -10.3373
07-09-2022 22:20:49.840.475       10.2174       6.09319       576.332       7.28087      -6.89417
07-09-2022 22:20:53.840.482       13.0705       7.06848       566.795       11.2902      -6.65042
07-09-2022 22:20:57.840.489       12.5135       6.77985       565.700       10.1681      -7.04908
07-09-2022 22:21:01.840.496       11.9563       7.25594       568.390       12.1598      -8.70448
07-09-2022 22:21:05.840.503       12.1593       7.14945       568.808       10.4323      -7.38433
07-09-2022 22:21:09.840.509       12.3674       7.32230       567.413       11.8191      -8.21266
07-09-2022 22:21:13.840.516       11.8561       7.70151       567.703       11.5321      -8.61182
07-09-2022 22:21:17.840.523       12.0821       7.47080       565.804       12.5775      -8.79357
07-09-2022 22:21:21.840.530       11.7732       7.55593       567.320       11.5906      -8.65931
07-09-2022 22:21:25.840.537       11.1373       7.40890       567.042       10.8815      -7.94426
07-09-2022 22:21:29.840.544       10.6439       7.27089       567.699       9.67832      -8.36982
07-09-2022 22:21:33.840.551       11.8474       7.23004       563.722       12.8312      -8.34682
07-09-2022 22:21:37.840.558       12.8414       6.67326       561.302       13.3668      -7.75105
07-09-2022 22:21:41.840.565       12.6803       6.92773       562.362       17.3066      -9.17220
07-09-2022 22:21:45.840.572       12.3443       6.88951       564.715       14.6411      -9.52149
07-09-2022 22:21:49.840.579       12.8222       6.89000       562.974       16.1301      -8.71106
07-09-2022 22:21:53.840.586       12.1661       6.91158       566.893       14.5181      -9.18402
07-09-2022 22:21:57.840.593       11.9354       7.01995       565.889       14.8801      -9.57309
07-09-2022 22:22:01.840.600       13.8549       6.76250       562.519       16.1359      -8.91813
07-09-2022 22:22:05.840.607       13.3372       6.86596       562.438       17.0517      -9.76642
07-09-2022 22:22:09.840.614       14.2789       6.73929       563.088       15.3801      -9.56565
07-09-2022 22:22:13.840.621       14.8322       6.83298       565.340       15.8534      -10.2352
07-09-2022 22:22:17.840.628       14.3527       6.74543       563.732       15.3530      -10.3155
07-09-2022 22:22:21.840.635       15.0562       6.87636       565.586       16.3888      -10.6977
07-09-2022 22:22:25.840.642       14.7706       6.63296       565.496       13.9796      -9.54129
07-09-2022 22:22:29.840.649       14.9840       6.64245       564.612       14.3938      -8.58197
07-09-2022 22:22:33.840.656       14.7314       6.80401       564.304       16.7525      -8.97352
07-09-2022 22:22:37.840.663       14.6028       6.65792       565.085       15.1090      -8.72262
07-09-2022 22:22:41.840.670       14.7570       6.61294       564.965       14.8288      -8.11844
07-09-2022 22:22:45.840.677       14.4501       6.49701       567.447       14.6575      -7.86871
07-09-2022 22:22:49.840.684       14.9277       6.75600       563.975       15.0502      -9.07562
07-09-2022 22:22:53.840.691       14.6691       6.45572       566.767       13.2941      -8.70355
07-09-2022 22:22:57.840.697       13.1089       6.70584       568.361       13.9575      -9.21881
07-09-2022 22:23:01.840.704       14.6286       6.70829       566.236       14.8541      -10.1934
07-09-2022 22:23:05.840.711       14.3970       6.76501       566.076       15.7719      -9.96503
07-09-2022 22:23:09.840.718       14.1208       6.95175       566.340       13.9468      -8.71844
07-09-2022 22:23:13.840.725       14.7138       6.93639       564.098       15.5615      -8.42813
07-09-2022 22:23:17.840.732       14.8454       6.55506       565.968       14.0954      -7.91478
07-09-2022 22:23:21.840.739       15.0760       6.52901       565.957       15.6731      -9.15709
07-09-2022 22:23:25.840.746       14.7285       6.50588       566.643       15.3728      -8.71185
07-09-2022 22:23:29.840.753       14.4751       6.51324       566.500       15.3465      -8.88284
07-09-2022 22:23:33.840.760       15.1253       6.43374       566.077       15.5541      -8.26420
07-09-2022 22:23:37.840.767       15.3621       6.57180       565.399       15.6529      -9.08976
07-09-2022 22:23:41.840.774       15.2722       6.61584       565.752       15.5785      -8.54544
07-09-2022 22:23:45.840.781       15.4484       6.56159       565.348       16.0702      -9.06569
07-09-2022 22:23:49.840.788       15.2715       6.64100       565.618       17.0088      -8.32417
07-09-2022 22:23:53.840.795       15.7161       6.54076       565.611       16.7090      -8.35222
07-09-2022 22:23:57.840.802       15.4298       6.50793       565.479       14.8236      -8.71808
07-09-2022 22:24:01.840.809       16.0002       6.52582       565.816       15.7222      -8.95433
07-09-2022 22:24:05.840.816       15.7600       6.82238       565.522       17.2585      -9.15241
07-09-2022 22:24:09.840.823       15.2672       6.48620       566.269       16.1406      -7.98537
07-09-2022 22:24:13.840.830       15.3670       6.45289       565.861       16.8190      -8.45863
07-09-2022 22:24:17.840.837       15.3490       6.58394       565.349       16.2587      -8.34017
07-09-2022 22:24:21.840.844       15.7167       6.61172       565.585       16.3082      -8.14048
07-09-2022 22:24:25.840.851       15.6102       6.55630       565.905       15.7506      -8.27616
07-09-2022 22:24:29.840.857       15.1048       6.41049       565.139       15.0463      -8.25063
07-09-2022 22:24:33.840.864       15.7396       6.64539       564.629       15.4308      -8.80054
07-09-2022 22:24:37.840.871       15.3899       6.45826       566.022       14.5570      -8.25827
07-09-2022 22:24:41.840.878       15.2465       6.51674       565.194       15.5065      -8.92845
07-09-2022 22:24:45.840.885       15.6282       6.56813       565.361       15.3326      -8.30154
07-09-2022 22:24:49.840.892       15.7709       6.63846       563.621       15.4374      -8.60506
07-09-2022 22:24:53.840.899       16.2666       6.82227       562.729       16.4509      -8.83365
07-09-2022 22:24:57.840.906       16.6516       6.84311       563.186       15.5161      -8.94594
07-09-2022 22:25:01.840.913       16.3012       6.84484       562.595       15.8037      -9.02234
07-09-2022 22:25:05.840.920       16.2423       6.66652       562.834       16.4425      -8.25474
07-09-2022 22:25:09.840.927       15.7143       6.71194       563.869       14.8834      -8.75680
07-09-2022 22:25:13.840.934       16.0771       6.82121       563.029       16.1010      -9.09264
07-09-2022 22:25:17.840.941       16.1047       6.75697       562.963       16.3585      -8.72439
07-09-2022 22:25:21.840.948       16.2963       6.78735       563.305       16.5612      -8.73148
07-09-2022 22:25:25.840.955       16.1737       6.71623       563.145       16.9806      -8.54664
07-09-2022 22:25:29.840.962       16.3680       6.81299       563.677       16.8152      -8.74339
07-09-2022 22:25:33.840.969       16.0858       6.87893       563.345       16.7314      -8.53894
07-09-2022 22:25:37.840.976       16.2200       6.81854       563.585       15.8079      -9.20225
07-09-2022 22:25:41.840.983       16.2914       6.80148       563.611       16.1232      -8.76538
07-09-2022 22:25:45.840.990       16.1851       6.75424       564.016       16.5364      -8.89958
07-09-2022 22:25:49.840.997       16.2297       6.85479       562.578       16.1634      -9.50918
07-09-2022 22:25:53.841.004       16.0556       6.79127       562.971       16.2928      -8.90518
07-09-2022 22:25:57.841.011       16.7287       6.89226       563.419       17.0873      -9.66322
07-09-2022 22:26:01.841.018       15.8562       6.59315       564.727       15.3940      -9.63541
07-09-2022 22:26:05.841.025       15.4285       6.61076       565.966       15.5514      -9.91171
07-09-2022 22:26:09.841.032       15.3488       6.65573       565.125       15.9168      -9.87594
07-09-2022 22:26:13.841.038       15.5531       6.66039       565.071       16.1263      -10.0489
07-09-2022 22:26:17.841.045       15.9273       6.82732       563.442       16.7922      -9.76207
07-09-2022 22:26:21.841.052       14.9536       6.94039       565.458       15.7313      -10.4499
07-09-2022 22:26:25.841.059       15.3873       6.84908       565.134       15.4186      -10.1385
07-09-2022 22:26:29.841.066       15.0334       6.67026       565.215       15.4107      -9.44358
07-09-2022 22:26:33.841.073       14.8818       6.64313       565.251       15.2946      -9.79529
07-09-2022 22:26:37.841.080       14.7432       6.79157       565.604       15.2344      -9.83268
07-09-2022 22:26:41.841.087       14.6099       6.77174       567.071       15.0740      -9.56463
07-09-2022 22:26:45.841.094       13.0175       6.88332       568.439       13.7773      -9.14377
07-09-2022 22:26:49.841.101       12.7849       6.92956       566.844       13.6097      -9.26392
07-09-2022 22:26:53.841.108       13.0023       6.76558       567.931       13.4002      -9.20787
07-09-2022 22:26:57.841.115       12.7690       6.65789       568.568       13.6324      -8.83553
07-09-2022 22:27:01.841.122       12.8293       6.74676       568.617       12.0921      -9.33690
07-09-2022 22:27:05.841.129       13.8673       6.68275       567.574       12.9692      -9.24708
07-09-2022 22:27:09.841.136       12.7015       6.75587       569.657       12.3796      -8.90353
07-09-2022 22:27:13.841.143       12.8042       6.79830       569.526       12.1226      -8.84227
07-09-2022 22:27:17.841.150       12.2239       6.62973       571.407       10.3867      -8.97178
07-09-2022 22:27:21.841.157       12.8181       6.84171       568.525       13.3028      -9.14990
07-09-2022 22:27:25.841.164       13.0046       6.92836       569.128       14.4237      -9.34148
07-09-2022 22:27:29.841.171       13.0180       6.89405       569.031       14.0995      -9.16511
07-09-2022 22:27:33.841.178       12.9927       6.81687       568.908       13.3994      -9.01910
07-09-2022 22:27:37.841.185       12.9447       6.83803       568.665       14.0393      -9.52956
07-09-2022 22:27:41.841.192       12.8883       6.73220       569.189       14.3262      -9.54517
07-09-2022 22:27:45.841.199       12.6050       6.98392       568.972       13.7394      -9.46890
07-09-2022 22:27:49.841.206       12.7775       6.89611       568.766       13.8928      -8.95349
07-09-2022 22:27:53.841.213       12.8768       6.86730       569.370       14.5841      -9.38175
07-09-2022 22:27:57.841.219       12.6161       6.76404       569.741       14.4096      -9.03571
07-09-2022 22:28:01.841.226       12.9883       7.03603       569.642       15.2592      -9.08885
07-09-2022 22:28:05.841.233       12.5941       6.95209       569.369       15.1980      -9.06266
07-09-2022 22:28:09.841.240       12.5675       6.98095       569.508       13.9443      -9.42695
07-09-2022 22:28:13.841.247       12.0544       7.08203       569.976       15.0748      -9.14546
07-09-2022 22:28:17.841.254       12.6025       7.05687       568.317       14.7305      -9.01910
07-09-2022 22:28:21.841.261       12.7621       7.09455       569.065       15.8753      -9.50006
07-09-2022 22:28:25.841.268       13.0585       6.91617       569.142       14.5380      -8.58672
07-09-2022 22:28:29.841.275       12.8432       6.88718       569.015       14.9400      -9.14112
07-09-2022 22:28:33.841.282       12.8360       6.90603       569.760       14.1486      -8.85431
07-09-2022 22:28:37.841.289       12.6227       6.88725       568.971       14.4263      -9.03157
07-09-2022 22:28:41.841.296       12.4520       6.92690       569.369       14.3292      -9.57895
07-09-2022 22:28:45.841.303       12.8351       7.09438       568.959       14.2796      -9.96356
07-09-2022 22:28:49.841.310       13.0013       7.09606       568.136       14.2502      -9.85824
07-09-2022 22:28:53.841.317       12.4570       6.96789       570.296       12.8537      -10.3870
07-09-2022 22:28:57.841.324       11.8685       7.11003       570.741       12.5947      -10.5193
07-09-2022 22:29:01.841.331       12.0917       6.97373       571.037       12.3118      -9.82827
07-09-2022 22:29:05.841.338       11.8201       7.17893       571.872       12.5836      -10.1501
07-09-2022 22:29:09.841.345       11.8711       7.08191       571.358       13.2387      -9.31981
07-09-2022 22:29:13.841.352       11.6997       6.98918       572.683       14.0857      -9.23068
07-09-2022 22:29:17.841.359       11.9485       6.81866       573.142       14.4153      -9.43965
07-09-2022 22:29:21.841.366       11.4658       6.77105       573.233       12.2630      -10.1700
07-09-2022 22:29:25.841.373       11.4974       6.73030       573.116       12.3360      -9.98631
07-09-2022 22:29:29.841.379       11.9427       6.72488       572.280       12.4318      -10.1069
07-09-2022 22:29:33.841.386       11.6107       6.74880       572.250       13.0232      -9.75805
07-09-2022 22:29:37.841.393       11.7272       6.59469       572.294       12.7315      -10.0919
07-09-2022 22:29:41.841.400       11.9508       6.90128       571.997       11.6082      -10.2765
07-09-2022 22:29:45.841.407       11.6910       7.14964       573.025       13.1909      -11.7825
07-09-2022 22:29:49.841.414       11.5294       6.68737       573.981       12.9061      -9.99635
07-09-2022 22:29:53.841.421       11.1033       6.83877       575.363       12.0212      -9.53086
07-09-2022 22:29:57.841.428       12.7446       6.66685       571.724       14.1665      -8.18262
07-09-2022 22:30:01.841.435       13.2507       6.64251       571.484       14.0399      -8.63057
07-09-2022 22:30:05.841.442       12.4827       6.59310       572.776       14.6640      -7.39753
07-09-2022 22:30:09.841.449       13.3422       6.28372       572.516       13.8391      -6.78741
07-09-2022 22:30:13.841.456       12.7250       6.26861       574.066       13.2652      -7.79630
07-09-2022 22:30:17.841.463       12.6059       6.57151       572.017       13.2308      -8.12858
07-09-2022 22:30:21.841.470       11.3062       6.00870       576.496       9.85411      -10.7673
07-09-2022 22:30:25.841.477       11.4077       5.90470       576.449       7.87119      -10.5452
07-09-2022 22:30:29.841.484       11.3586       6.11611       575.978       8.42216      -10.8585
07-09-2022 22:30:33.841.491       11.2676       5.98371       576.297       9.22988      -10.3473
07-09-2022 22:30:37.841.498       11.0468       5.80113       576.936       8.67271      -10.1863
07-09-2022 22:30:41.841.505       11.6491       6.44560       573.996       9.30236      -10.4986
07-09-2022 22:30:45.841.512       11.7275       6.62694       572.495       10.1346      -10.4885
07-09-2022 22:30:49.841.519       11.6753       6.75336       572.217       11.6301      -10.5652
07-09-2022 22:30:53.841.526       11.9447       7.21087       571.693       13.5580      -11.1409
07-09-2022 22:30:57.841.533       11.8507       7.08536       572.133       13.0678      -10.2530
07-09-2022 22:31:01.841.539       11.7694       7.05261       573.410       13.1153      -10.8501
07-09-2022 22:31:05.841.546       12.3782       6.83336       570.919       11.4206      -9.50080
07-09-2022 22:31:09.841.553       12.2772       6.94551       570.688       13.0876      -8.70469
07-09-2022 22:31:13.841.560       12.7637       6.85934       571.143       12.7518      -8.86876
07-09-2022 22:31:17.841.567       12.3229       6.97289       571.183       12.5554      -9.89893
07-09-2022 22:31:21.841.574       12.0187       6.85130       570.836       12.2557      -9.39781
07-09-2022 22:31:25.841.581       11.6252       6.50276       573.566       11.2488      -8.75826
07-09-2022 22:31:29.841.588       12.3585       6.81969       571.997       11.8982      -8.76423
07-09-2022 22:31:33.841.595       14.2116       6.85016       567.901       14.5679      -9.61749
07-09-2022 22:31:37.841.602       14.1282       6.79410       568.277       14.9473      -9.79381
07-09-2022 22:31:41.841.609       14.4615       6.94492       568.876       15.4291      -9.79331
07-09-2022 22:31:45.841.616       14.0195       6.74088       569.427       15.2235      -11.3223
07-09-2022 22:31:49.841.623       13.7621       7.03108       568.830       15.3381      -13.0622
07-09-2022 22:31:53.841.630       13.7906       6.69096       569.088       13.8578      -12.2014
07-09-2022 22:31:57.841.637       14.1492       6.84465       569.000       14.7046      -12.8010
07-09-2022 22:32:01.841.644       14.2604       6.36396       569.340       13.7001      -7.78306
07-09-2022 22:32:05.841.651       13.6343       6.62978       568.850       13.8196      -7.07114
07-09-2022 22:32:09.841.658       14.3630       6.80463       567.109       14.8724      -8.79994
07-09-2022 22:32:13.841.665       14.1924       6.71228       567.103       14.2142      -9.40018
07-09-2022 22:32:17.841.672       14.3753       6.99762       567.662       15.5942      -9.79545
07-09-2022 22:32:21.841.679       14.1306       6.78277       567.413       15.0509      -9.30781
07-09-2022 22:32:25.841.686       15.3074       6.57872       565.429       15.4776      -9.65209
07-09-2022 22:32:29.841.693       15.1696       6.88752       563.561       17.3549      -10.3583
07-09-2022 22:32:33.841.700       15.6129       6.80542       564.143       15.5532      -9.45136
07-09-2022 22:32:37.841.706       16.2286       6.65840       563.270       15.8826      -9.16047
07-09-2022 22:32:41.841.714       15.9506       6.75085       563.654       16.1288      -9.30730
07-09-2022 22:32:45.841.720       15.8705       6.77670       563.701       15.6457      -9.40000
07-09-2022 22:32:49.841.727       15.8862       6.67493       564.119       15.2595      -8.91267
07-09-2022 22:32:53.841.734       15.4437       6.75942       563.675       15.4806      -8.95289
07-09-2022 22:32:57.841.741       16.4785       6.51455       563.855       15.3785      -9.69010
07-09-2022 22:33:01.841.748       16.1147       6.60986       564.298       16.8343      -9.88648
07-09-2022 22:33:05.841.755       16.0398       6.63377       563.611       15.3642      -9.92217
07-09-2022 22:33:09.841.762       15.8809       6.59507       563.632       14.2717      -8.76291
07-09-2022 22:33:13.841.769       15.5106       6.56486       563.896       14.3529      -8.90903
07-09-2022 22:33:17.841.776       16.5921       6.50674       563.025       15.4050      -9.36404
07-09-2022 22:33:21.841.783       16.4785       6.44102       563.688       14.8043      -8.93329
07-09-2022 22:33:25.841.790       16.2138       6.56868       563.617       15.5120      -9.28362
07-09-2022 22:33:29.841.797       15.7852       6.65594       563.826       15.7129      -9.97475
07-09-2022 22:33:33.841.804       16.1011       6.57170       563.221       15.0734      -9.47752
07-09-2022 22:33:37.841.811       15.8723       6.53171       563.107       15.9148      -10.0467
07-09-2022 22:33:41.841.818       16.4430       6.49473       562.543       15.6020      -9.15911
07-09-2022 22:33:45.841.825       15.7045       6.31236       563.492       14.0632      -9.58067
07-09-2022 22:33:49.841.832       15.7149       6.33478       564.389       14.0967      -9.70509
07-09-2022 22:33:53.841.839       16.1631       6.44075       563.891       13.7518      -9.85838
07-09-2022 22:33:57.841.846       14.9589       6.28238       565.338       13.5918      -10.1698
07-09-2022 22:34:01.841.853       13.5993       6.00981       569.836       10.6303      -10.4008
07-09-2022 22:34:05.841.860       12.9238       5.53240       573.084       9.22717      -10.3703
07-09-2022 22:34:09.841.867       12.9043       5.64658       572.944       10.3686      -10.6106
07-09-2022 22:34:13.841.874       12.8799       5.60638       573.005       9.50684      -10.0741
07-09-2022 22:34:17.841.881       13.1111       5.59157       572.284       9.24380      -10.0343
07-09-2022 22:34:21.841.888       13.1124       5.78288       572.422       9.63358      -10.3552
07-09-2022 22:34:25.841.895       13.0652       5.77237       572.313       9.52834      -10.2051
07-09-2022 22:34:29.841.901       12.9354       5.70601       571.506       9.62659      -10.1078
07-09-2022 22:34:33.841.908       13.0747       5.65278       572.020       10.4378      -10.1870
07-09-2022 22:34:37.841.915       15.3037       6.22173       564.714       13.0849      -9.01751
07-09-2022 22:34:41.841.922       15.7293       6.25227       564.257       13.2968      -9.74215
07-09-2022 22:34:45.841.929       15.0180       6.44488       565.297       14.0353      -9.72815
07-09-2022 22:34:49.841.936       16.3924       6.46475       563.271       15.2153      -9.30213
07-09-2022 22:34:53.841.943       16.2558       6.56112       562.655       16.4874      -10.0724
07-09-2022 22:34:57.841.950       13.5730       5.92646       571.372       12.1660      -10.6578
07-09-2022 22:35:01.841.957       13.4759       5.98099       570.939       11.4551      -10.9808
07-09-2022 22:35:05.841.964       13.0251       5.82799       572.373       10.9384      -10.4317
07-09-2022 22:35:09.841.971       14.7082       6.13187       567.653       12.2759      -9.88721
07-09-2022 22:35:13.841.978       13.4410       5.85598       571.129       11.6121      -10.2408
07-09-2022 22:35:17.841.985       12.9382       5.69732       573.233       11.3226      -10.9396
07-09-2022 22:35:21.841.992       13.0461       5.79037       572.456       10.7249      -11.0599
07-09-2022 22:35:25.841.999       13.2679       5.79672       573.397       10.2606      -12.3189
07-09-2022 22:35:29.842.006       13.3552       5.65126       573.893       11.2081      -10.4252
07-09-2022 22:35:33.842.013       13.1110       5.51285       574.977       10.7603      -10.9000
07-09-2022 22:35:37.842.020       13.1423       5.81996       574.386       12.2038      -11.2174
07-09-2022 22:35:41.842.027       13.1862       5.80080       573.833       10.0715      -11.9771
07-09-2022 22:35:45.842.034       13.5466       6.14129       569.223       13.3247      -10.8370
