EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
06-09-2022 01:58:05.562.486       3.41312       38.5202       453.700       23.6052       11.6039
06-09-2022 01:58:09.562.493       3.58936       41.2206       441.790       23.8737       9.52849
06-09-2022 01:58:13.562.500       3.25174       25.6693       457.888       16.6404       14.0916
06-09-2022 01:58:17.562.507       3.03600       36.2336       454.661       11.7323       4.21884
06-09-2022 01:58:21.562.514       3.13822       28.4092       457.059       15.3312       24.6975
06-09-2022 01:58:25.562.521       3.98388       62.1122       406.486       42.2282      -5.43215
06-09-2022 01:58:29.562.528       3.23348       27.4854       460.139       23.7574       23.5899
06-09-2022 01:58:33.562.535       3.66478       74.9680       452.382       16.4547       93.7327
06-09-2022 01:58:37.562.542       4.46553       61.2637       399.288       49.9384      -3.60402
06-09-2022 01:58:41.562.549       3.32623       45.9367       423.815       35.5336       16.1042
06-09-2022 01:58:45.562.556       3.59316       40.9075       450.969       31.6939       12.2490
06-09-2022 01:58:49.562.563       3.09673       25.6572       456.781       28.0028       32.0335
06-09-2022 01:58:53.562.570       3.11594       26.4940       458.454       18.6554       29.0567
06-09-2022 01:58:57.562.577       3.29128       37.6823       438.696       34.8962       12.2752
06-09-2022 01:59:01.562.584       2.96252       27.2481       455.429       26.3916       25.2818
06-09-2022 01:59:05.562.591       3.10152       26.6016       459.523       28.1473       27.0942
06-09-2022 01:59:09.562.598       2.88306       25.7071       452.263       27.4031       22.9893
06-09-2022 01:59:13.562.605       3.11129       35.1078       446.027       23.9468       21.8065
06-09-2022 01:59:17.562.611       3.02321       28.1769       452.781       22.4887       33.1077
06-09-2022 01:59:21.562.618       3.22277       34.8583       449.100       29.7890       20.3935
06-09-2022 01:59:25.562.625       3.29925       29.4438       450.645       29.6440       28.6918
06-09-2022 01:59:29.562.632       2.88103       24.4524       459.251       21.3499       34.8174
06-09-2022 01:59:33.562.639       3.26322       27.2997       453.356       22.6616       37.4291
06-09-2022 01:59:37.562.646       2.93195       23.9211       458.702       30.7859       29.5966
06-09-2022 01:59:41.562.653       3.15685       26.4498       462.379       25.4870       37.6107
06-09-2022 01:59:45.562.660       3.08211       26.9405       459.963       37.5181       40.4165
06-09-2022 01:59:49.562.667       5.67687       88.8336       358.599       25.2087       101.849
06-09-2022 01:59:53.562.674       3.18810       23.8933       462.168       26.8641       31.2507
06-09-2022 01:59:57.562.681       3.05219       25.6065       467.430       29.7581       23.6814
06-09-2022 02:00:01.562.688       2.80177       25.5696       458.666       26.4277       36.5369
06-09-2022 02:00:05.562.695       3.16452       30.0593       449.464       34.1474       38.2905
06-09-2022 02:00:09.562.702       3.42420       54.2041       417.798       32.2709       18.6765
06-09-2022 02:00:13.562.709       2.70663       26.6697       454.738       1.29278       43.5734
06-09-2022 02:00:17.562.716       3.00315       27.9381       453.785       6.68444       40.2985
06-09-2022 02:00:21.562.723       3.00904       22.8886       464.951       2.50492       33.0519
06-09-2022 02:00:25.562.730       3.24099       27.8849       460.438       4.73952       40.9311
06-09-2022 02:00:29.562.737       2.97938       25.8469       456.275      0.460403       41.7539
06-09-2022 02:00:33.562.744       3.40715       31.5882       459.443       9.84262       30.1397
06-09-2022 02:00:37.562.751       3.71746       92.9079       453.226      0.129465       93.4484
06-09-2022 02:00:41.562.758       2.89351       25.8459       462.422       9.99114       26.9160
06-09-2022 02:00:45.562.765       3.27061       34.8420       466.523       18.2347       27.2590
06-09-2022 02:00:49.562.772       2.97004       29.5038       450.990       10.6082       28.1918
06-09-2022 02:00:53.562.779       3.07539       25.9173       458.412       11.0861       36.2721
06-09-2022 02:00:57.562.786       2.91655       27.1244       459.008       10.7604       29.3505
06-09-2022 02:01:01.562.792       3.07472       27.1292       456.744       7.16349       28.1785
06-09-2022 02:01:05.562.799       2.72392       29.0483       456.102      0.379814       31.7851
06-09-2022 02:01:09.562.806       3.09184       46.3870       437.693      -8.19238       19.3571
06-09-2022 02:01:13.562.813       2.95881       24.3086       461.108      -1.77709       44.1523
06-09-2022 02:01:17.562.820       3.10336       27.2053       453.076     -0.794414       44.0633
06-09-2022 02:01:21.562.827       2.83017       31.8122       458.536       4.40261       37.0848
06-09-2022 02:01:25.562.834       3.13007       31.2012       453.104       3.27072       31.8282
06-09-2022 02:01:29.562.841       2.98749       36.3356       447.408       9.99695       26.3605
06-09-2022 02:01:33.562.848       3.08203       37.9313       463.326       1.93756       25.2727
06-09-2022 02:01:37.562.855       2.91965       34.9611       444.507      -6.20261       31.3885
06-09-2022 02:01:41.562.862       2.71183       24.5413       452.237      -9.56606       41.4891
06-09-2022 02:01:45.562.869       3.25456       50.0605       432.560      -7.83283       26.9444
06-09-2022 02:01:49.562.876       2.85301       25.8380       455.742      -6.48011       50.6743
06-09-2022 02:01:53.562.883       2.94958       30.9859       460.228      -13.3844       34.2342
06-09-2022 02:01:57.562.890       2.52878       24.5383       466.774      -29.5555       23.7028
06-09-2022 02:02:01.562.897       2.72398       29.2193       467.367      -38.7036       12.5517
06-09-2022 02:02:05.562.904       3.98744       79.1506       400.628       4.68474      -11.5741
06-09-2022 02:02:09.562.911       2.93421       42.5929       450.339      -27.2234       10.9431
06-09-2022 02:02:13.562.918       3.07692       46.5837       449.658      -8.14358       12.3716
06-09-2022 02:02:17.562.925       2.67078       22.3742       464.896      -14.9598       43.1971
06-09-2022 02:02:21.562.932       2.72217       41.2703       449.809      -35.5147       18.9769
06-09-2022 02:02:25.562.939       2.56979       25.2299       464.376      -31.8176       17.4626
06-09-2022 02:02:29.562.946       2.72638       34.8790       445.410      -23.0388       22.6991
06-09-2022 02:02:33.562.953       2.48764       24.9273       469.407      -24.5146      -13.9981
06-09-2022 02:02:37.562.960       2.89134       29.4509       469.893      -23.7102       29.5603
06-09-2022 02:02:41.562.967       2.91295       27.1014       472.260      -30.7975       28.2679
06-09-2022 02:02:45.562.974       2.84437       34.0836       471.253      -27.3358       25.8770
06-09-2022 02:02:49.562.980       2.63469       26.9658       466.806      -34.5977       29.1776
06-09-2022 02:02:53.562.987       3.13559       45.2136       456.720      -6.62504       23.9828
06-09-2022 02:02:57.562.994       2.92622       29.5044       452.824      -3.08320       52.3926
06-09-2022 02:03:01.563.001       3.89660       107.694       440.746       9.52543       77.3848
06-09-2022 02:03:05.563.008       2.86637       26.3970       462.070      -7.65948       44.1819
06-09-2022 02:03:09.563.015       3.00344       31.9695       463.766       1.96081       35.5779
06-09-2022 02:03:13.563.022       2.93784       27.5486       464.781       7.21796       43.8580
06-09-2022 02:03:17.563.029       2.85023       29.8471       457.553       9.96212       41.1582
06-09-2022 02:03:21.563.036       3.20581       44.6207       452.376       11.6819       30.0332
06-09-2022 02:03:25.563.043       4.40380       88.7660       372.946       10.4731       85.0275
06-09-2022 02:03:29.563.050       2.88157       29.1729       456.466       11.0376       40.8069
06-09-2022 02:03:33.563.057       2.68387       21.8621       465.742       11.1820       40.2585
06-09-2022 02:03:37.563.064       2.74397       25.0193       462.213       8.60831       37.3276
06-09-2022 02:03:41.563.071       2.82981       27.7077       461.224       7.68051       43.7379
06-09-2022 02:03:45.563.078       3.83010       64.1076       412.316       38.9963       10.1386
06-09-2022 02:03:49.563.085       2.76378       20.8720       467.730       12.7684       46.2924
06-09-2022 02:03:53.563.092       2.90477       33.0652       458.220       10.8552       37.7818
06-09-2022 02:03:57.563.099       2.84465       31.7467       471.897       8.67577       40.2130
06-09-2022 02:04:01.563.106       3.53692       53.6118       439.242       24.2501       22.7172
06-09-2022 02:04:05.563.113       2.94771       25.3729       459.524       21.3982       36.3279
06-09-2022 02:04:09.563.119       3.72401       56.6571       419.679       43.2875       31.3040
06-09-2022 02:04:13.563.126       2.90135       30.5080       458.359       20.9146       32.0552
06-09-2022 02:04:17.563.133       2.86076       37.2190       453.877       11.7694       33.8667
06-09-2022 02:04:21.563.140       2.98347       28.1128       466.678       12.0529       38.9344
06-09-2022 02:04:25.563.147       2.79490       29.6764       470.588       7.94637       41.3703
06-09-2022 02:04:29.563.154       2.65860       24.8922       470.233       8.29370       45.5129
06-09-2022 02:04:33.563.161       2.57387       25.8063       471.458       13.6275       40.5289
06-09-2022 02:04:37.563.168       2.46640       27.0466       474.059       10.6388       37.6845
06-09-2022 02:04:41.563.175       2.70655       41.1955       458.899       16.7878       34.2925
06-09-2022 02:04:45.563.182       2.43832       30.4600       466.081       12.7495       36.5124
06-09-2022 02:04:49.563.189       2.27464       17.5016       466.664      -1.88957       37.9764
06-09-2022 02:04:53.563.196       2.57699       35.3311       462.942       5.74598       28.9092
06-09-2022 02:04:57.563.203       6.01542       87.6826       311.343       8.94483       119.496
06-09-2022 02:05:01.563.210       2.36325       25.9352       465.695       2.48405       28.2010
06-09-2022 02:05:05.563.217       3.46169       85.6203       378.033       6.15715       86.5384
06-09-2022 02:05:09.563.224       2.62160       56.7095       444.022      -9.48413       13.8032
06-09-2022 02:05:13.563.231       3.85294       72.3078       395.937       31.2036      -11.8165
06-09-2022 02:05:17.563.238       2.60880       45.4615       438.629      -1.81996       28.9442
06-09-2022 02:05:21.563.245       2.50167       27.2366       466.806      -1.84231       29.9242
06-09-2022 02:05:25.563.252       2.37941       33.6574       449.536      -5.76922       20.7265
06-09-2022 02:05:29.563.259       2.76025       41.8970       442.657       3.69104       15.2046
06-09-2022 02:05:33.563.266       2.21663       27.7648       458.510      -5.51574       23.3234
06-09-2022 02:05:37.563.273       2.58222       42.5661       438.527       5.40032       8.98137
06-09-2022 02:05:41.563.280       2.62893       45.5617       448.080      -1.59610       15.8487
06-09-2022 02:05:45.563.287       2.58987       26.6881       464.487      -9.36331       32.6257
06-09-2022 02:05:49.563.293       2.38875       27.5046       462.558      -4.01028       28.5547
06-09-2022 02:05:53.563.300       2.31323       22.8819       473.747      -6.65678       26.2962
06-09-2022 02:05:57.563.307       2.56353       21.2007       475.312      -5.66576       32.0841
06-09-2022 02:06:01.563.314       2.23355       22.3037       462.782      -4.21577       22.7512
06-09-2022 02:06:05.563.321       2.56951       41.7880       452.062       5.71089       12.0356
06-09-2022 02:06:09.563.328       2.52376       39.5298       446.804       6.26669       18.1739
06-09-2022 02:06:13.563.335       2.59909       33.3523       476.403       11.0093       30.6607
06-09-2022 02:06:17.563.342       2.66564       32.4020       446.741       20.3390       27.4263
06-09-2022 02:06:21.563.349       2.97912       51.7809       438.475       18.0855       13.9166
06-09-2022 02:06:25.563.356       2.37267       27.7073       459.853       7.39539       31.1329
06-09-2022 02:06:29.563.363       2.54452       23.2319       469.924       12.3601       27.6121
06-09-2022 02:06:33.563.370       2.77664       48.1363       439.043       18.6488       13.7724
06-09-2022 02:06:37.563.377       2.53331       25.5716       468.051       18.4204       35.1772
06-09-2022 02:06:41.563.384       2.40400       25.1920       462.458       15.7183       35.4242
06-09-2022 02:06:45.563.391       3.25083       67.0947       403.697       45.1432       8.70231
06-09-2022 02:06:49.563.398       2.22355       23.9615       462.444       17.5188       38.2910
06-09-2022 02:06:53.563.405       3.28452       61.8133       428.900       34.5756       13.1284
06-09-2022 02:06:57.563.412       2.30594       20.4523       462.517       15.2956       42.9215
06-09-2022 02:07:01.563.419       2.28450       19.0360       463.092       14.9617       46.0764
06-09-2022 02:07:05.563.426       2.36779       21.9528       465.709       12.5864       39.1766
06-09-2022 02:07:09.563.433       2.35190       26.9164       469.752       8.61673       36.9330
06-09-2022 02:07:13.563.440       2.02488       21.9912       471.909       6.39989       38.6829
06-09-2022 02:07:17.563.447       3.02136       52.2323       439.616       27.6304       13.9591
06-09-2022 02:07:21.563.454       2.22167       19.2287       471.215       5.45970       32.8314
06-09-2022 02:07:25.563.461       2.43590       25.0849       475.071       12.1570       30.4734
06-09-2022 02:07:29.563.468       2.54833       28.0874       462.232       8.60380       31.6519
06-09-2022 02:07:33.563.475       2.82186       53.0317       478.701       15.9216       20.3547
06-09-2022 02:07:37.563.481       2.50698       37.1556       483.199       12.3058       24.3840
06-09-2022 02:07:41.563.488       2.55592       31.0845       461.658       8.66977       23.5008
06-09-2022 02:07:45.563.495       2.30258       26.0510       470.134       2.15164       27.0182
06-09-2022 02:07:49.563.502       2.32350       23.5206       469.591   -0.00782041       33.3898
06-09-2022 02:07:53.563.509       2.58297       35.7341       453.171       7.30284       22.8431
06-09-2022 02:07:57.563.516       3.07306       59.6370       447.804       11.5510       18.4345
06-09-2022 02:08:01.563.523       2.68480       25.6409       472.445       10.1355       35.0879
06-09-2022 02:08:05.563.530       2.60123       23.0646       476.270       3.92191       36.9210
06-09-2022 02:08:09.563.537       2.85199       43.8531       439.418       17.6447       14.9454
06-09-2022 02:08:13.563.544       2.64530       30.1874       454.968       4.91543       38.6402
06-09-2022 02:08:17.563.551       4.01627       68.9354       391.050       48.3284      -6.34704
06-09-2022 02:08:21.563.558       2.61677       25.7479       471.452       10.9933       36.0084
06-09-2022 02:08:25.563.565       2.53603       24.8851       471.800       12.3952       36.2589
06-09-2022 02:08:29.563.572       3.81074       88.3105       442.817       13.2556       119.418
06-09-2022 02:08:33.563.579       3.72364       82.3873       385.634       9.91489       102.754
06-09-2022 02:08:37.563.586       2.34358       22.6629       471.059       8.74521       38.2021
06-09-2022 02:08:41.563.593       2.48321       29.6178       466.744       13.2678       30.9712
06-09-2022 02:08:45.563.600       2.68980       32.3667       468.917       8.33962       36.1025
06-09-2022 02:08:49.563.607       2.40211       32.6146       460.041       15.9398       34.9856
06-09-2022 02:08:53.563.614       2.68433       49.6364       451.385       5.52058       25.6884
06-09-2022 02:08:57.563.621       2.48362       24.5906       476.831       2.84783       40.0813
06-09-2022 02:09:01.563.628       2.41747       23.7029       478.988       6.36906       48.1857
06-09-2022 02:09:05.563.635       2.21411       20.6149       468.829       2.88143       42.2013
06-09-2022 02:09:09.563.642       2.50134       34.2731       457.032       14.2758       32.3971
06-09-2022 02:09:13.563.649       2.59526       41.5822       457.371       4.15850       30.5622
06-09-2022 02:09:17.563.656       2.20614       19.2655       462.531       7.25923       43.5583
06-09-2022 02:09:21.563.662       2.47668       29.4209       466.221       8.02686       39.9217
06-09-2022 02:09:25.563.670       2.98193       48.9720       435.857       18.0026       24.3399
06-09-2022 02:09:29.563.676       2.57933       37.4149       452.235       13.7989       38.5888
06-09-2022 02:09:33.563.683       2.26885       23.2004       472.033       14.8838       43.9144
06-09-2022 02:09:37.563.690       2.79531       36.3972       440.023       20.5898       42.8048
06-09-2022 02:09:41.563.697       2.35180       22.5248       467.120       16.3825       47.5182
06-09-2022 02:09:45.563.704       2.81303       46.5089       453.353       20.7606       33.9646
06-09-2022 02:09:49.563.711       2.70938       36.5219       466.270       30.3878       41.4131
06-09-2022 02:09:53.563.718       2.57134       27.3717       472.549       32.8510       51.2761
06-09-2022 02:09:57.563.725       2.85358       30.6817       462.901       31.3612       49.9928
06-09-2022 02:10:01.563.732       2.67158       24.5005       472.132       34.3287       56.8635
06-09-2022 02:10:05.563.739       2.40458       39.6523       466.563       28.3311       50.3465
06-09-2022 02:10:09.563.746       2.31875       20.5254       474.145       29.5664       58.7362
06-09-2022 02:10:13.563.753       2.86688       26.9756       478.567       32.4657       51.7851
06-09-2022 02:10:17.563.760       2.62116       29.8493       470.542       30.8353       50.2537
06-09-2022 02:10:21.563.767       2.39271       23.2441       474.707       20.2992       62.0162
06-09-2022 02:10:25.563.774       2.32682       24.6505       472.077       16.5078       59.4111
06-09-2022 02:10:29.563.781       2.79423       55.0127       440.305       21.4163       30.6796
06-09-2022 02:10:33.563.788       2.39522       23.7895       471.780       17.6787       41.0772
06-09-2022 02:10:37.563.795       2.62820       36.8627       455.780       10.5875       33.3996
06-09-2022 02:10:41.563.802       2.72361       38.1205       449.490       9.71895       36.6284
06-09-2022 02:10:45.563.809       2.77010       37.1904       441.873       21.8722       28.4312
06-09-2022 02:10:49.563.816       2.35970       24.9628       465.144       7.45396       30.2330
06-09-2022 02:10:53.563.822       2.60351       38.0096       455.226       9.30623       21.7932
06-09-2022 02:10:57.563.829       2.23210       20.7311       471.355       1.12983       30.5731
06-09-2022 02:11:01.563.836       2.58417       47.0472       451.106       14.6997       16.5297
06-09-2022 02:11:05.563.843       2.33130       25.6142       463.652       5.61496       26.5399
06-09-2022 02:11:09.563.850       2.26093       33.2465       458.187       5.22934       30.5495
06-09-2022 02:11:13.563.857       2.18971       24.5496       464.035       6.99302       27.1470
06-09-2022 02:11:17.563.864       2.47812       42.6517       445.844       21.9339       17.5797
06-09-2022 02:11:21.563.871       2.64252       52.0954       431.834       20.6456       18.7350
06-09-2022 02:11:25.563.878       2.25405       31.0146       455.805       5.45254       33.9438
06-09-2022 02:11:29.563.885       2.17861       23.4960       472.371       1.13253       34.3311
06-09-2022 02:11:33.563.892       2.57113       42.9960       458.107       1.91977       15.2336
06-09-2022 02:11:37.563.899       2.18065       17.8926       470.732       5.90436       31.6379
06-09-2022 02:11:41.563.906       2.36304       22.3326       473.135       8.67017       25.5053
06-09-2022 02:11:45.563.913       2.73702       46.5806       446.057       22.3847       14.1317
06-09-2022 02:11:49.563.920       3.02446       58.3960       420.734       31.3857       1.41223
06-09-2022 02:11:53.563.927       2.54377       34.8024       459.843       5.37748       21.6243
06-09-2022 02:11:57.563.934       2.41813       22.1989       472.225       11.9325       30.6222
06-09-2022 02:12:01.563.941       2.51433       23.5443       461.786       7.04031       35.4210
06-09-2022 02:12:05.563.948       2.80225       30.6276       459.695       5.44267       31.4969
06-09-2022 02:12:09.563.955       2.74901       24.3485       463.647       7.95833       36.4243
06-09-2022 02:12:13.563.962       2.60362       25.2626       466.363       5.63034       33.8694
06-09-2022 02:12:17.563.969       2.84374       26.0612       458.532       5.01275       27.5127
06-09-2022 02:12:21.563.976       2.61302       27.4553       455.407       8.90218       22.7444
06-09-2022 02:12:25.563.983       2.96946       25.7878       462.523       10.9732       27.1892
06-09-2022 02:12:29.563.990       2.98314       30.6280       457.230       10.0366       26.8060
06-09-2022 02:12:33.563.997       2.76513       22.0655       465.115       12.5005       37.6456
06-09-2022 02:12:37.564.003       4.17836       102.545       428.218       22.1583       72.5683
06-09-2022 02:12:41.564.010       2.86788       20.8855       462.958       24.2529       37.7358
06-09-2022 02:12:45.564.017       2.70676       28.8626       456.408       19.9924       48.5086
06-09-2022 02:12:49.564.024       2.54099       28.1098       455.990       13.2282       50.4667
06-09-2022 02:12:53.564.031       3.76519       75.2222       399.681       7.99379       104.562
06-09-2022 02:12:57.564.038       3.00816       52.3524       443.813       8.99988       46.9522
06-09-2022 02:13:01.564.045       2.49990       28.6356       470.079       12.0368       74.6712
06-09-2022 02:13:05.564.052       2.77815       41.2903       456.085       9.95594       58.0468
06-09-2022 02:13:09.564.059       2.69157       35.8983       463.030     -0.244084       58.5981
06-09-2022 02:13:13.564.066       3.24473       55.5985       449.390      -12.1388       60.6345
06-09-2022 02:13:17.564.073       2.29668       27.4367       468.892      -15.2004       68.8349
06-09-2022 02:13:21.564.080       2.62998       24.6546       461.890     -0.730970       60.2629
06-09-2022 02:13:25.564.087       3.68706       72.1505       412.579       32.7583       22.6589
06-09-2022 02:13:29.564.094       3.06445       43.3123       451.135       7.13319       53.3767
06-09-2022 02:13:33.564.101       2.86385       34.9780       474.357       5.16653       65.3193
06-09-2022 02:13:37.564.108       2.45640       27.3859       456.592       1.48792       59.5934
06-09-2022 02:13:41.564.115       2.60596       28.6832       458.542       5.31532       46.4354
06-09-2022 02:13:45.564.122       2.84765       27.3503       462.914       10.8504       51.4514
06-09-2022 02:13:49.564.129       2.51674       29.0902       452.884       8.17299       58.1558
06-09-2022 02:13:53.564.136       2.84878       25.4172       469.990       11.0410       56.9921
06-09-2022 02:13:57.564.143       3.19277       60.1286       415.220       35.0429       20.0069
06-09-2022 02:14:01.564.150       3.85651       67.6938       419.979       5.27241       132.876
06-09-2022 02:14:05.564.157       2.83732       25.6609       457.987       5.41111       64.2967
06-09-2022 02:14:09.564.164       2.75935       28.0595       451.100       13.8011       52.1806
06-09-2022 02:14:13.564.171       2.72817       24.6315       461.032       10.9432       51.9386
06-09-2022 02:14:17.564.178       2.72946       29.5968       451.656       6.68188       45.2373
06-09-2022 02:14:21.564.184       5.41670       90.9029       348.707       10.9665       104.622
06-09-2022 02:14:25.564.191       3.40484       57.7245       428.369       14.7290       29.9725
06-09-2022 02:14:29.564.198       3.16730       55.0086       437.885       10.7441       34.6322
06-09-2022 02:14:33.564.205       2.91835       31.6838       458.667       20.9490       45.5273
06-09-2022 02:14:37.564.212       3.05562       50.6887       437.473       7.93381       37.3133
06-09-2022 02:14:41.564.219       2.84958       26.2969       464.163       9.70064       50.8465
06-09-2022 02:14:45.564.226       2.71974       28.4835       472.798       15.7607       53.6851
06-09-2022 02:14:49.564.233       2.66724       24.0016       474.182       3.32462       53.5833
06-09-2022 02:14:53.564.240       3.22938       45.3802       449.852       14.4290       39.7870
06-09-2022 02:14:57.564.247       2.77537       26.0673       471.386       4.56467       45.1029
06-09-2022 02:15:01.564.254       2.71953       28.1315       454.661      0.825095       44.6878
06-09-2022 02:15:05.564.261       2.85859       50.6682       435.169       13.9581       34.3040
06-09-2022 02:15:09.564.268       2.95270       40.9300       458.912       13.0405       26.7764
06-09-2022 02:15:13.564.275       2.58943       21.8733       478.026       1.70587       47.4236
06-09-2022 02:15:17.564.282       3.04515       44.5616       455.077       21.8239       24.6430
06-09-2022 02:15:21.564.289       2.92007       24.0457       478.097      0.266438       47.6671
06-09-2022 02:15:25.564.296       2.61664       23.8378       473.313       1.14801       45.4834
06-09-2022 02:15:29.564.303       2.73239       22.6043       469.289       14.6137       58.1342
06-09-2022 02:15:33.564.310       2.98636       32.3647       463.391       9.39078       47.5675
06-09-2022 02:15:37.564.317       2.57083       36.2328       458.905      -1.32759       45.4933
06-09-2022 02:15:41.564.324       2.69340       31.6927       468.594       3.51925       51.0248
06-09-2022 02:15:45.564.331       2.81655       53.7890       424.204      -2.05979       25.1129
06-09-2022 02:15:49.564.338       2.15709       21.7542       473.984      -10.1502       44.3592
06-09-2022 02:15:53.564.344       2.26689       23.7918       473.028      -7.79000       46.2268
06-09-2022 02:15:57.564.351       3.07997       82.2567       475.188      -5.09156       117.336
06-09-2022 02:16:01.564.358       2.27247       24.9438       478.459      -7.33067       47.2100
06-09-2022 02:16:05.564.365       2.65173       42.3940       461.086      -3.61969       35.7989
06-09-2022 02:16:09.564.372       2.47332       55.0472       438.901       10.5495       27.2052
06-09-2022 02:16:13.564.379       2.43943       25.4687       476.222      -3.52004       45.6341
06-09-2022 02:16:17.564.386       2.45817       20.0796       466.528      -3.85257       57.6864
06-09-2022 02:16:21.564.393       2.70948       29.0235       456.735       1.72320       44.1138
06-09-2022 02:16:25.564.400       3.32411       67.8147       424.728       11.5143       12.2285
06-09-2022 02:16:29.564.407       2.37142       23.1333       483.279       6.29356       57.5474
06-09-2022 02:16:33.564.414       2.35449       27.7523       474.157       7.08075       48.1682
06-09-2022 02:16:37.564.421       2.48956       43.8285       436.957       14.7670       48.7542
06-09-2022 02:16:41.564.428       2.56575       30.8151       476.899       11.5786       47.4701
06-09-2022 02:16:45.564.435       2.42334       27.0471       473.679       5.34898       43.7013
06-09-2022 02:16:49.564.442       2.64519       59.2654       440.447      -9.22447       11.1317
06-09-2022 02:16:53.564.449       2.80524       65.7940       432.475       15.5905       5.39115
06-09-2022 02:16:57.564.456       2.03501       20.2055       474.934      -20.3857       35.0784
06-09-2022 02:17:01.564.463       2.15484       35.3149       472.951      -27.7129       21.1720
06-09-2022 02:17:05.564.470       2.29398       39.9247       465.435      -12.4039       20.3235
06-09-2022 02:17:09.564.477       2.00989       23.3947       472.089      -21.9947       25.1668
06-09-2022 02:17:13.564.484       2.11120       20.7660       477.331      -18.2288       26.5859
06-09-2022 02:17:17.564.491       2.67810       66.1591       431.918      -21.7724      -7.79221
06-09-2022 02:17:21.564.498       2.00406       28.5724       474.287      -12.6789       15.5134
06-09-2022 02:17:25.564.505       1.90342       14.7104       475.218      -21.1386       29.0047
06-09-2022 02:17:29.564.512       2.07867       25.5607       468.616      -27.1430       14.1352
06-09-2022 02:17:33.564.519       2.20151       17.8502       475.775      -30.1658       18.2664
06-09-2022 02:17:37.564.525       2.46022       52.7294       447.159      -5.88221       10.6610
06-09-2022 02:17:41.564.532       2.19049       21.1795       483.744      -26.6780       20.5465
06-09-2022 02:17:45.564.539       6.01231       96.9199       313.763     -0.806833       113.714
06-09-2022 02:17:49.564.546       2.14045       25.2912       473.000      -16.8174       24.1261
06-09-2022 02:17:53.564.553       2.06322       26.2475       482.966      -16.6244       29.5657
06-09-2022 02:17:57.564.560       2.16391       26.7184       468.083      -14.7927       19.9720
06-09-2022 02:18:01.564.567       2.08802       24.1941       481.856      -20.0994       24.9516
06-09-2022 02:18:05.564.574       2.15955       32.8323       478.618      -21.1919       20.2636
06-09-2022 02:18:09.564.581       2.87769       29.7923       470.360       14.1282       23.6605
06-09-2022 02:18:13.564.588       2.89166       49.6687       452.801       18.3007       15.2551
06-09-2022 02:18:17.564.595       2.54910       26.7314       460.892       14.0897       26.5423
06-09-2022 02:18:21.564.602       2.83790       27.4306       470.615       14.1116       34.8163
06-09-2022 02:18:25.564.609       2.61559       27.1607       470.513       3.11326       35.5633
06-09-2022 02:18:29.564.616       2.66222       26.2974       465.403      -9.17155       20.5025
06-09-2022 02:18:33.564.623       3.81315       69.7272       409.457       27.0846      -7.85886
06-09-2022 02:18:37.564.630       2.99947       50.0447       453.942       16.4027       16.3491
06-09-2022 02:18:41.564.637       2.36170       36.1693       452.015       3.21540       28.8319
06-09-2022 02:18:45.564.644       2.53742       43.0204       455.068      -1.67997       23.8100
06-09-2022 02:18:49.564.651       2.62627       29.7503       472.204      -1.14232       32.3995
06-09-2022 02:18:53.564.658       2.33083       21.2075       476.136      -4.21774       32.8252
06-09-2022 02:18:57.564.665       3.26810       73.2126       449.695      -3.83692       101.336
06-09-2022 02:19:01.564.672       2.65984       32.8128       470.219       5.50221       33.7506
06-09-2022 02:19:05.564.679       2.26247       26.0919       463.233      -4.03814       21.5678
06-09-2022 02:19:09.564.685       2.48079       25.5383       466.493      -2.41610       21.9758
06-09-2022 02:19:13.564.692       2.68581       29.3476       461.174      -1.15803       17.2976
06-09-2022 02:19:17.564.699       2.70352       30.1105       457.962       16.0350       16.2745
06-09-2022 02:19:21.564.706       3.94154       66.6954       395.475       44.8936      -5.33143
06-09-2022 02:19:25.564.713       2.61242       24.8054       457.475       21.7413       31.2245
06-09-2022 02:19:29.564.720       2.62673       27.7254       461.076       23.5458       31.6646
06-09-2022 02:19:33.564.727       3.08438       40.3086       440.428       31.3619       18.7085
06-09-2022 02:19:37.564.734       2.97205       34.7586       448.098       35.2804       29.5128
06-09-2022 02:19:41.564.741       2.75756       34.7423       471.378       39.6159       27.4716
06-09-2022 02:19:45.564.748       2.68975       26.5858       477.416       33.4143       36.5704
06-09-2022 02:19:49.564.755       2.78624       25.7511       468.290       31.2188       26.8391
06-09-2022 02:19:53.564.762       2.26268       22.9390       458.334       28.2572       29.9845
06-09-2022 02:19:57.564.769       2.49772       23.4584       463.642       23.5910       32.2766
06-09-2022 02:20:01.564.776       3.08891       56.9590       418.291       48.7532       12.0785
06-09-2022 02:20:05.564.783       2.58621       23.3160       463.366       35.5242       41.8858
06-09-2022 02:20:09.564.790       2.92402       47.9484       446.370       34.5529       22.6020
06-09-2022 02:20:13.564.797       2.69713       28.8241       476.430       28.8279       36.7429
06-09-2022 02:20:17.564.804       2.72882       32.6818       476.033       24.9359       32.5126
06-09-2022 02:20:21.564.811       3.23858       50.3404       434.100       32.1293       14.0773
06-09-2022 02:20:25.564.818       2.88120       31.9643       452.553       26.5072       29.6151
06-09-2022 02:20:29.564.825       3.26575       52.0850       447.891       38.5288       10.4075
